run_name,method,tier,owner,category,dataset,split,seed,config_hash,git_sha,dirty,resolution,n_train,n_validation,n_test,image_auroc,image_aupr,f1max_oracle,fpr_at_op1,recall_at_op1,pixel_auroc,aupro_005,aupro_030,segf1_3sigma,iou_3sigma,threshold_op1,threshold_3sigma,threshold_source,oracle_flag,fit_seconds,predict_seconds,latency_per_image_ms,escape_by_defect,fit_extra,notes
histogram-synth_blob-s2,histogram,T0,own,synth_blob,synthetic,test_public,2,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.9333333333333333,0.9583333333333333,0.9090909090909091,0.0,0.16666666666666666,0.6637285312097184,0.04580074115135091,0.27633324575540513,0.0,0.0,0.10402801194513805,0.13339732563148027,validation,False,0.08744889999798033,0.08533069999248255,7.757336362952959,bubble=0.667;contamination=1.000,bins=64;normalizer_bounds=0.03372..0.104;oracle_f1max_threshold=0.0615939,
pixel_pca-synth_blob-s0,pixel_pca,T0,own,synth_blob,synthetic,test_public,0,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.29999999999999993,0.4862433862433862,0.75,0.2,0.16666666666666666,0.8711883869350994,0.31468779875706065,0.549883330738859,0.2186161821050259,0.12272267206477733,0.271790474653244,0.6986004187419188,validation,False,0.051228500000433996,0.06356439999944996,5.778581818131815,bubble=1.000;contamination=0.667,explained_variance_ratio=1.0;n_components=11;normalizer_bounds=0.003195..1.082;oracle_f1max_threshold=0.187763,
pixel_pca-synth_blob-s1,pixel_pca,T0,own,synth_blob,synthetic,test_public,1,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.29999999999999993,0.4862433862433862,0.75,0.2,0.16666666666666666,0.8711883869350994,0.31468779875706065,0.549883330738859,0.2186161821050259,0.12272267206477733,0.271790474653244,0.6986004187419188,validation,False,0.05299369999556802,0.059526599987293594,5.411509089753963,bubble=1.000;contamination=0.667,explained_variance_ratio=1.0;n_components=11;normalizer_bounds=0.003195..1.082;oracle_f1max_threshold=0.187763,
pixel_pca-synth_blob-s2,pixel_pca,T0,own,synth_blob,synthetic,test_public,2,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.29999999999999993,0.4862433862433862,0.75,0.2,0.16666666666666666,0.8711883869350994,0.31468779875706065,0.549883330738859,0.2186161821050259,0.12272267206477733,0.271790474653244,0.6986004187419188,validation,False,0.04986009999993257,0.063325299997814,5.756845454346728,bubble=1.000;contamination=0.667,explained_variance_ratio=1.0;n_components=11;normalizer_bounds=0.003195..1.082;oracle_f1max_threshold=0.187763,
random-synth_grain-s0,random,T0,own,synth_grain,synthetic,test_public,0,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.3333333333333333,0.4890572390572391,0.7058823529411765,0.4,0.0,0.45619926887859896,0.037716806749504984,0.13997437045059452,0.0,0.0,0.837145348474503,0.5312778406323748,validation,False,0.042027999996207654,0.05809560000489,5.281418182262727,chip=1.000;crack=1.000,normalizer_bounds=0.4513..0.538;oracle_f1max_threshold=0.0263439;seed=0,
random-synth_grain-s1,random,T0,own,synth_grain,synthetic,test_public,1,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.7333333333333333,0.8107142857142856,0.7692307692307693,0.0,0.16666666666666666,0.617192115832251,0.00999025313514992,0.21672861648767652,0.0,0.0,0.9793179008936581,0.5316534954920894,validation,False,0.0369584999862127,0.05734520000987686,5.2132000008978965,chip=1.000;crack=0.667,normalizer_bounds=0.461..0.5481;oracle_f1max_threshold=0.534571;seed=1,
random-synth_grain-s2,random,T0,own,synth_grain,synthetic,test_public,2,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.36666666666666664,0.5194805194805194,0.7058823529411765,0.2,0.0,0.42905778415121426,0.0,0.07531292994954927,0.0,0.0,0.8503274555926028,0.5320158996598748,validation,False,0.03502880000451114,0.057850800003507175,5.25916363668247,chip=1.000;crack=1.000,normalizer_bounds=0.4571..0.544;oracle_f1max_threshold=0.0195238;seed=2,
mean_intensity-synth_grain-s0,mean_intensity,T0,own,synth_grain,synthetic,test_public,0,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.3333333333333333,0.579004329004329,0.7058823529411765,0.0,0.16666666666666666,0.49285133813290677,0.047296882280679464,0.14465927591178307,0.07192962921723639,0.0373065373065373,1.7007587886215816,2.3620199855067185,validation,False,0.04318059999786783,0.049017600002116524,4.456145454737865,chip=0.667;crack=1.000,normalizer_bounds=0.3981..1.701;oracle_f1max_threshold=0.0646529;train_mean=-0.5821719666322073;train_std=0.1089354255415805,
mean_intensity-synth_grain-s1,mean_intensity,T0,own,synth_grain,synthetic,test_public,1,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.3333333333333333,0.579004329004329,0.7058823529411765,0.0,0.16666666666666666,0.49285133813290677,0.047296882280679464,0.14465927591178307,0.07192962921723639,0.0373065373065373,1.7007587886215816,2.3620199855067185,validation,False,0.0499063000024762,0.055789000005461276,5.071727273223752,chip=0.667;crack=1.000,normalizer_bounds=0.3981..1.701;oracle_f1max_threshold=0.0646529;train_mean=-0.5821719666322073;train_std=0.1089354255415805,
mean_intensity-synth_grain-s2,mean_intensity,T0,own,synth_grain,synthetic,test_public,2,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.3333333333333333,0.579004329004329,0.7058823529411765,0.0,0.16666666666666666,0.49285133813290677,0.047296882280679464,0.14465927591178307,0.07192962921723639,0.0373065373065373,1.7007587886215816,2.3620199855067185,validation,False,0.041150700009893626,0.05462930000794586,4.966300000722351,chip=0.667;crack=1.000,normalizer_bounds=0.3981..1.701;oracle_f1max_threshold=0.0646529;train_mean=-0.5821719666322073;train_std=0.1089354255415805,
histogram-synth_grain-s0,histogram,T0,own,synth_grain,synthetic,test_public,0,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.7333333333333334,0.8214646464646465,0.8333333333333334,0.0,0.3333333333333333,0.7189931537821744,0.047296882280679464,0.2370608789672404,0.0,0.0,0.03176203178095307,0.042003633017312914,validation,False,0.09365450000041164,0.08471860000281595,7.701690909346905,chip=0.667;crack=0.667,bins=64;normalizer_bounds=0.004759..0.03176;oracle_f1max_threshold=0.00871359,
histogram-synth_grain-s1,histogram,T0,own,synth_grain,synthetic,test_public,1,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.7333333333333334,0.8214646464646465,0.8333333333333334,0.0,0.3333333333333333,0.7189931537821744,0.047296882280679464,0.2370608789672404,0.0,0.0,0.03176203178095307,0.042003633017312914,validation,False,0.0801602000137791,0.09137039999768604,8.30639999978964,chip=0.667;crack=0.667,bins=64;normalizer_bounds=0.004759..0.03176;oracle_f1max_threshold=0.00871359,
histogram-synth_grain-s2,histogram,T0,own,synth_grain,synthetic,test_public,2,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.7333333333333334,0.8214646464646465,0.8333333333333334,0.0,0.3333333333333333,0.7189931537821744,0.047296882280679464,0.2370608789672404,0.0,0.0,0.03176203178095307,0.042003633017312914,validation,False,0.08732289999898057,0.09157190000405535,8.32471818218685,chip=0.667;crack=0.667,bins=64;normalizer_bounds=0.004759..0.03176;oracle_f1max_threshold=0.00871359,
pixel_pca-synth_grain-s0,pixel_pca,T0,own,synth_grain,synthetic,test_public,0,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.6,0.7787397787397787,0.7058823529411765,0.0,0.0,0.9840236613261277,0.4897338825433787,0.6866855520778589,0.8271604938271604,0.7052631578947368,0.2700449228286743,0.9345755678122342,validation,False,0.04779910000797827,0.06303590000607073,5.730536364188248,chip=1.000;crack=1.000,explained_variance_ratio=1.0;n_components=11;normalizer_bounds=2.384e-07..1.491;oracle_f1max_threshold=0.162091,
pixel_pca-synth_grain-s1,pixel_pca,T0,own,synth_grain,synthetic,test_public,1,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.6,0.7787397787397787,0.7058823529411765,0.0,0.0,0.9840236613261277,0.4897338825433787,0.6866855520778589,0.8271604938271604,0.7052631578947368,0.2700449228286743,0.9345755678122342,validation,False,0.06022050000319723,0.060207300004549325,5.473390909504484,chip=1.000;crack=1.000,explained_variance_ratio=1.0;n_components=11;normalizer_bounds=2.384e-07..1.491;oracle_f1max_threshold=0.162091,
pixel_pca-synth_grain-s2,pixel_pca,T0,own,synth_grain,synthetic,test_public,2,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.6,0.7787397787397787,0.7058823529411765,0.0,0.0,0.9840236613261277,0.4897338825433787,0.6866855520778589,0.8271604938271604,0.7052631578947368,0.2700449228286743,0.9345755678122342,validation,False,0.05193509999662638,0.061998499993933365,5.63622727217576,chip=1.000;crack=1.000,explained_variance_ratio=1.0;n_components=11;normalizer_bounds=2.384e-07..1.491;oracle_f1max_threshold=0.162091,
